English,French,German,Arabic,Chinese
"Joe Biden stated on January 7, 2021 in a speech: ""In more than 60 cases, judges “looked at the allegations that Trump was making and determined they were without any merit.”""","Joe Biden a déclaré le 7 janvier 2021 dans un discours : « Dans plus de 60 affaires, les juges ont examiné les allégations que Trump faisait et ont déterminé qu'elles étaient sans fondement. »","Joe Biden erklärte am 7. Januar 2021 in einer Rede: „In mehr als 60 Fällen haben Richter die Anschuldigungen, die Trump erhob, geprüft und festgestellt, dass sie völlig unbegründet waren.“","جو بايدن صرح في خطاب يوم 7 يناير 2021: ""في أكثر من 60 قضية، نظر القضاة في الادعاءات التي كان ترامب يطرحها وقرروا أنها بلا أي أساس.""",拜登在2021年1月7日的演讲中表示：“在60多个案件中，法官们‘审视了特朗普提出的指控，并判定这些指控毫无根据。’”
"Did Trump Say It Will Be a 'Bloodbath for the Country' If He Doesn't Get Elected? Trump spoke about trade tariffs with China at a campaign rally in Dayton, Ohio, on March 16, 2024.","« Trump a-t-il dit que ce serait un 'bain de sang pour le pays' s'il n'était pas élu ? Trump a parlé des tarifs commerciaux avec la Chine lors d'un rassemblement de campagne à Dayton, Ohio, le 16 mars 2024. »","""Hat Trump gesagt, es werde ein 'Blutbad für das Land' geben, wenn er nicht gewählt wird? Trump sprach am 16. März 2024 bei einer Wahlkampfveranstaltung in Dayton, Ohio, über Handelszölle mit China.""","""هل قال ترامب إنه سيكون 'حمام دم للبلاد' إذا لم يتم انتخابه؟ تحدث ترامب عن التعريفات التجارية مع الصين في تجمع انتخابي في دايتون، أوهايو، في 16 مارس 2024.""",“特朗普是否表示如果他没有当选将是‘国家的血洗’？特朗普于2024年3月16日在俄亥俄州代顿的一次竞选集会上谈到了与中国的贸易关税。”
"Trump Pointed at Press and Called Them 'Criminals' at Campaign Rally in Rome, Georgia? Former U.S. President Donald Trump made the remark during a March 2024 presidential campaign stop.","""Trump a désigné la presse et les a qualifiés de 'criminels' lors d'un rassemblement de campagne à Rome, en Géorgie. L'ancien président américain Donald Trump a fait cette remarque lors d'une étape de campagne présidentielle en mars 2024.""","""Trump zeigte auf die Presse und nannte sie 'Kriminelle' bei einer Wahlkampfveranstaltung in Rom, Georgia. Der ehemalige US-Präsident Donald Trump machte diese Bemerkung während eines Wahlkampfauftritts im März 2024.""","""ترامب أشار إلى الصحافة ووصفهم بـ 'المجرمين' في تجمع انتخابي في روما، جورجيا؟ أدلى الرئيس الأمريكي السابق دونالد ترامب بهذا التصريح خلال توقف حملته الانتخابية الرئاسية في مارس 2024.""",特朗普在乔治亚州罗马的竞选集会上指责媒体并称其为“罪犯”？美国前总统唐纳德·特朗普在2024年3月的总统竞选活动中发表了这一言论。
"stated on March 8, 2024 in an Instagram post: The 2020 election was the only time in American history that an election took more than 24 hours to count.","""Déclaré le 8 mars 2024 dans un post Instagram : L'élection de 2020 a été la seule fois dans l'histoire américaine qu'une élection a pris plus de 24 heures à être comptée.""","""Am 8. März 2024 in einem Instagram-Post erklärt: Die Wahl 2020 war das einzige Mal in der amerikanischen Geschichte, dass eine Wahl mehr als 24 Stunden zum Auszählen benötigte.""","صرح في منشور على إنستغرام بتاريخ 8 مارس 2024: ""كانت انتخابات 2020 هي المرة الوحيدة في تاريخ أمريكا التي استغرق فيها فرز الأصوات أكثر من 24 ساعة.""",在2024年3月8日的一则Instagram帖子中表示：2020年大选是美国历史上唯一一次计票超过24小时的选举。
"stated on March 7, 2024 in a post on X: Billionaires “rigged” the California Senate primary election through “dishonest means.”",déclaré le 7 mars 2024 dans un message sur X : Les milliardaires ont « truqué » l'élection primaire du Sénat de Californie par des « moyens malhonnêtes ».,"""Am 7. März 2024 in einem Beitrag auf X erklärt: Milliardäre haben die Vorwahl zum Senat in Kalifornien durch „unehrliche Mittel“ manipuliert.""","صرح في 7 مارس 2024 في منشور على X: ""المليارديرات ""تلاعبوا"" بانتخابات مجلس الشيوخ في كاليفورنيا بوسائل ""غير نزيهة"".""",在2024年3月7日的一则X平台帖子中表示：亿万富翁通过“不诚实的手段”“操纵”了加州参议院初选。
"stated on February 28, 2024 in an Instagram post: Video shows Kamala Harris saying Democrats would use taxpayer dollars to bribe voters.","""Déclaré le 28 février 2024 dans un post Instagram : Une vidéo montre Kamala Harris disant que les démocrates utiliseraient l'argent des contribuables pour soudoyer les électeurs.""","""Am 28. Februar 2024 in einem Instagram-Post erklärt: Video zeigt Kamala Harris, die sagt, dass die Demokraten Steuergelder verwenden würden, um Wähler zu bestechen.""",صرحت في 28 فبراير 2024 في منشور على إنستغرام: فيديو يظهر كامالا هاريس تقول إن الديمقراطيين سيستخدمون أموال دافعي الضرائب لرشوة الناخبين.,在2024年2月28日的一则Instagram帖子中表示：视频显示卡玛拉·哈里斯称民主党将用纳税人的钱贿赂选民。
"Donald Trump stated on March 2, 2024 in a speech: “Eighty-two percent of the country understands that (the 2020 election) was a rigged election.”","« Donald Trump a déclaré le 2 mars 2024 dans un discours : ""Quatre-vingt-deux pour cent du pays comprend que (l'élection de 2020) était une élection truquée."" »","Donald Trump erklärte am 2. März 2024 in einer Rede: „Zweiundachtzig Prozent des Landes verstehen, dass (die Wahl 2020) eine manipulierte Wahl war.“","صرح دونالد ترامب في خطاب يوم 2 مارس 2024: ""ثمانية و ثمانون في المئة من البلاد تدرك أن (انتخابات 2020) كانت انتخابات مزورة.""",唐纳德·特朗普在2024年3月2日的演讲中表示：“82%的国家认为（2020年大选）是被操控的选举。”
"Elon Musk stated on February 26, 2024 in an X post: Democrats don’t deport undocumented migrants “because every illegal is a highly likely vote at some point.”","Elon Musk a déclaré le 26 février 2024 dans un post sur X : Les démocrates ne renvoient pas les migrants sans papiers ""parce que chaque clandestin est très probablement un vote à un moment donné.""","Elon Musk erklärte am 26. Februar 2024 in einem X-Post: Die Demokraten deportieren keine undokumentierten Migranten, „weil jeder Illegale irgendwann sehr wahrscheinlich eine Stimme ist.“","إيلون ماسك صرح في منشور على منصة X بتاريخ 26 فبراير 2024: الديمقراطيون لا يرحلون المهاجرين غير الموثقين ""لأن كل مهاجر غير شرعي هو صوت محتمل في مرحلة ما.""",马斯克在2024年2月26日的一则X帖子中表示：民主党不驱逐无证移民，“因为每个非法移民在某个时候都很可能成为选票。”
"When Trump Was in Office, US Job Growth Was Worst Since Great Depression?","""Quand Trump était en fonction, la croissance de l'emploi aux États-Unis était la pire depuis la Grande Dépression ?""","""Als Trump im Amt war, war das US-Jobwachstum das schlechteste seit der Großen Depression?""",عندما كان ترامب في المنصب، كان نمو الوظائف في الولايات المتحدة الأسوأ منذ الكساد الكبير؟,“特朗普执政期间，美国就业增长是大萧条以来最差的吗？”
Is Biden the 1st US President To 'Skip' a Cognitive Test?,"""Est-ce que Biden est le 1er président américain à 'éviter' un test cognitif ?""","""Ist Biden der erste US-Präsident, der einen kognitiven Test 'auslässt'?""","""هل بايدن هو أول رئيس أمريكي 'يتخطى' اختبارًا إدراكيًا؟""",“拜登是首位‘跳过’认知测试的美国总统吗？”
Jack Posobiec Spoke at CPAC About Wanting to Overthrow Democracy?,« Jack Posobiec a parlé à la CPAC de vouloir renverser la démocratie ? »,"""Jack Posobiec sprach auf der CPAC darüber, die Demokratie stürzen zu wollen?""","""جاك بوسوبيك تحدث في مؤتمر العمل السياسي المحافظ عن رغبته في الإطاحة بالديمقراطية؟""",“杰克·波索比克在保守派政治行动会议上谈论推翻民主？”
"Did De Niro Call Former President Trump an 'Evil' 'Wannabe Tough Guy' with 'No Morals or Ethics'? In a resurfaced statement read at The New Republic Stop Trump Summit, actor De Niro labeled Trump ""evil,"" with “no regard for anyone but himself.""","« De Niro a-t-il qualifié l'ancien président Trump de 'méchant' 'pseudo-dur' sans 'morale ni éthique' ? Dans une déclaration ressortie lors du sommet Stop Trump de The New Republic, l'acteur De Niro a qualifié Trump de ""méchant"", sans ""aucun égard pour quiconque sauf lui-même"". »","Hat De Niro den ehemaligen Präsidenten Trump als ""bösen"" ""Möchtegern-Harten"" mit ""keiner Moral oder Ethik"" bezeichnet? In einer wieder aufgetauchten Erklärung, die beim The New Republic Stop Trump Summit verlesen wurde, bezeichnete Schauspieler De Niro Trump als ""böse"" und sagte, er habe ""keine Rücksicht auf andere als sich selbst"".","""هل وصف دي نيرو الرئيس السابق ترامب بأنه 'شرير' و'يدعي القوة' و'بلا أخلاق أو مبادئ'؟ في بيان أعيد نشره وقرأ في قمة نيو ريبابليك لوقف ترامب، وصف الممثل دي نيرو ترامب بأنه 'شرير' و'لا يهتم إلا بنفسه'.""",“德尼罗是否称前总统特朗普为‘邪恶’的‘想要装硬汉’且‘没有道德或伦理’的人？在《新共和》反特朗普峰会上重提的一份声明中，演员德尼罗称特朗普‘邪恶’，‘只关心自己’。”
Super PACs for Trump and RFK Jr. Share Same Top Donor? The PACs at issue are Make America Great Again Inc. and American Values Inc.,"""Les Super PACs pour Trump et RFK Jr. partagent-ils le même principal donateur ? Les PACs en question sont Make America Great Again Inc. et American Values Inc.""","""Super-PACs für Trump und RFK Jr. haben denselben Hauptspender? Die betroffenen PACs sind Make America Great Again Inc. und American Values Inc.""","""هل تتشارك لجان العمل السياسي الكبرى لدعم ترامب وRFK Jr. نفس المتبرع الرئيسي؟ اللجنتان المعنيتان هما ""اجعلوا أمريكا عظيمة مرة أخرى"" و""القيم الأمريكية"".""",特朗普和小肯尼迪的超级政治行动委员会共享同一位最大捐赠者？相关的政治行动委员会是“让美国再次伟大公司”和“美国价值观公司”。
"Trump Profited from God Bless the USA Bible Company That Sells Bibles for $59.99? ""All Americans need a Bible in their home and I have many. It's my favorite book. It's a lot of people's favorite book,"" Trump said in a video.","""Trump a tiré profit de la société God Bless the USA Bible qui vend des bibles à 59,99 $ ? « Tous les Américains ont besoin d'une bible chez eux et j'en ai beaucoup. C'est mon livre préféré. C'est le livre préféré de beaucoup de gens », a déclaré Trump dans une vidéo.""","""Trump profitierte von der Firma God Bless the USA Bible, die Bibeln für 59,99 $ verkauft? 'Alle Amerikaner brauchen eine Bibel in ihrem Zuhause und ich habe viele. Es ist mein Lieblingsbuch. Es ist das Lieblingsbuch vieler Menschen', sagte Trump in einem Video.""","ترامب استفاد من شركة ""غود بليس ذا يو إس إيه بايبل"" التي تبيع الأناجيل بسعر 59.99 دولارًا؟ ""كل الأمريكيين يحتاجون إلى إنجيل في منازلهم ولدي الكثير منها. إنه كتابي المفضل. إنه كتاب مفضل لدى الكثير من الناس""، قال ترامب في فيديو.",特朗普从“上帝保佑美国”圣经公司获利，该公司以59.99美元出售圣经？特朗普在视频中说：“所有美国人家里都需要一本圣经，我有很多。这是我最喜欢的书，也是很多人最喜欢的书。”
